DATE,DAY,MONTH,QUARTER,YEAR,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF TRADES
11-Nov-25,Tuesday,November,Q4,2025,EQ,2368,2378.9,2338.5,2370.7,2370.2,2366.8,2359.28,2946.8,2025,634172,1496188771,33161
10-Nov-25,Monday,November,Q4,2025,EQ,2380.9,2388,2364,2369.4,2365,2370.7,2374.43,2946.8,2025,559808,1329223859,30696
07-Nov-25,Friday,November,Q4,2025,EQ,2315,2402.5,2291.4,2314.3,2374.8,2369.4,2362.99,3070,2025,2232889,5276303005,69168
06-Nov-25,Thursday,November,Q4,2025,EQ,2425.1,2427.1,2307.6,2419.8,2311,2314.3,2346.4,3070,2025,1978147,4641523865,87565
04-Nov-25,Tuesday,November,Q4,2025,EQ,2479.8,2488.9,2390.6,2467,2399.9,2419.8,2433.37,3070,2025,2072668,5043562856,77117
03-Nov-25,Monday,November,Q4,2025,EQ,2484,2501.9,2457.5,2481,2469.5,2467,2476.6,3070,2025,731108,1810659106,36644
31-Oct-25,Friday,October,Q4,2025,EQ,2535,2543.5,2464.9,2526.9,2474.9,2481,2506.83,3070,2025,848642,2127402098,36750
30-Oct-25,Thursday,October,Q4,2025,EQ,2550,2559.4,2511.8,2537.4,2528.8,2526.9,2533.16,3070,2025,783328,1984294788,30911
29-Oct-25,Wednesday,October,Q4,2025,EQ,2500,2600,2495.5,2494.4,2553.5,2537.4,2557.11,3070,2025,1526734,3904026893,63774
28-Oct-25,Tuesday,October,Q4,2025,EQ,2495,2516,2479.1,2492.8,2499,2494.4,2497.36,3070,2025,626988,1565815694,43588
27-Oct-25,Monday,October,Q4,2025,EQ,2504.2,2514.6,2487.1,2504.2,2490,2492.8,2498.12,3070,2025,478055,1194237294,28241
24-Oct-25,Friday,October,Q4,2025,EQ,2554.8,2554.8,2497.7,2545.8,2505.7,2504.2,2517.27,3070,2025,473765,1192595456,26841
23-Oct-25,Thursday,October,Q4,2025,EQ,2559.9,2577.8,2540.9,2549.9,2544.9,2545.8,2561.59,3070,2025,852445,2183617022,28965
21-Oct-25,Tuesday,October,Q4,2025,EQ,2554.9,2562,2542.3,2548.1,2548.5,2549.9,2552.61,3070,2025,101019,257862525.5,5843
20-Oct-25,Monday,October,Q4,2025,EQ,2561.3,2579,2537.1,2549.4,2550,2548.1,2555.35,3070,2025,747349,1909740577,36293
17-Oct-25,Friday,October,Q4,2025,EQ,2560,2577.2,2543.1,2557.6,2545,2549.4,2557.23,3150.1,2025,682968,1746508361,28888
16-Oct-25,Thursday,October,Q4,2025,EQ,2544.8,2579.7,2540.9,2532.8,2554.5,2557.6,2563.43,3150.1,2025,1020102,2614960859,36921
15-Oct-25,Wednesday,October,Q4,2025,EQ,2535,2561.4,2527.3,2517,2538.8,2532.8,2542.2,3150.1,2025,759772,1931494102,32585
14-Oct-25,Tuesday,October,Q4,2025,EQ,2538.9,2538.9,2485.2,2527.4,2519,2517,2510.23,3150.1,2025,673048,1689508401,30957
13-Oct-25,Monday,October,Q4,2025,EQ,2529.1,2542.1,2504,2550.9,2523.5,2527.4,2523.35,3150.1,2025,645483,1628782145,28683
10-Oct-25,Friday,October,Q4,2025,EQ,2552,2565,2538.8,2542.4,2542.1,2550.9,2552.39,3211,2025,690142,1761512978,30769
09-Oct-25,Thursday,October,Q4,2025,EQ,2535,2559,2522.2,2524.1,2547,2542.4,2544.74,3211,2025,651703,1658413980,28591
08-Oct-25,Wednesday,October,Q4,2025,EQ,2562,2565,2500,2542.2,2525,2524.1,2524.68,3211,2025,1063357,2684638963,40794
07-Oct-25,Tuesday,October,Q4,2025,EQ,2580.7,2617.3,2533.1,2573.5,2556.5,2542.2,2579.42,3211,2025,1120230,2889548494,48731
06-Oct-25,Monday,October,Q4,2025,EQ,2589.1,2599.8,2562.6,2589.9,2573,2573.5,2575.41,3211,2025,654955,1686780114,29063
03-Oct-25,Friday,October,Q4,2025,EQ,2595,2612.9,2564.4,2592.7,2586.1,2589.9,2588.49,3211,2025,917651,2375328265,37872
01-Oct-25,Wednesday,October,Q4,2025,EQ,2518.4,2603.4,2472.1,2505.9,2594.3,2592.7,2534.7,3211,2025,1573485,3988312896,57732
30-Sep-25,Tuesday,September,Q3,2025,EQ,2522,2535,2490.6,2509.5,2509,2505.9,2512.97,3211,2025,712592,1790719448,38461
29-Sep-25,Monday,September,Q3,2025,EQ,2543.7,2555,2505,2543.7,2521,2509.5,2528.21,3211,2025,1012402,2559563055,48219
26-Sep-25,Friday,September,Q3,2025,EQ,2572.8,2605,2535,2576.4,2535.6,2543.7,2570.86,3211,2025,1037808,2668058103,46432
25-Sep-25,Thursday,September,Q3,2025,EQ,2625,2647.9,2567,2619.8,2573.3,2576.4,2608.32,3211,2025,1489682,3885560965,50400
24-Sep-25,Wednesday,September,Q3,2025,EQ,2655,2676,2614.4,2676.4,2624,2619.8,2647.88,3211,2025,1720785,4556438134,60770
23-Sep-25,Tuesday,September,Q3,2025,EQ,2642.6,2695,2593,2629.5,2666,2676.4,2665.79,3211,2025,5610022,14955150461,167336
22-Sep-25,Monday,September,Q3,2025,EQ,2535,2659,2522.1,2524,2624.5,2629.5,2615.49,3211,2025,7022985,18368542068,200598
19-Sep-25,Friday,September,Q3,2025,EQ,2495,2579,2466.1,2402,2528,2524,2520.01,3211,2025,7965135,20072248388,238677
18-Sep-25,Thursday,September,Q3,2025,EQ,2414.5,2438,2388.4,2402,2402,2402,2409.55,3211,2025,703730,1695670672,35404
17-Sep-25,Wednesday,September,Q3,2025,EQ,2417,2417,2391,2399.4,2408,2402,2402.5,3211,2025,514354,1235734219,30311
16-Sep-25,Tuesday,September,Q3,2025,EQ,2410,2415.8,2388,2383.4,2401,2399.4,2398.04,3211,2025,752979,1805672317,33207
15-Sep-25,Monday,September,Q3,2025,EQ,2392,2402.8,2378.1,2392,2381,2383.4,2389.59,3211,2025,298129,712405119,20087
12-Sep-25,Friday,September,Q3,2025,EQ,2416.9,2421.6,2387.1,2398.8,2389,2392,2403.95,3211,2025,533971,1283638080,27629
11-Sep-25,Thursday,September,Q3,2025,EQ,2348,2418.7,2340.2,2340.2,2408,2398.8,2394.03,3211,2025,2111888,5055916547,91785
10-Sep-25,Wednesday,September,Q3,2025,EQ,2330,2345.9,2325.1,2311.6,2340.8,2340.2,2337.73,3211,2025,390490,912861255.6,26122
09-Sep-25,Tuesday,September,Q3,2025,EQ,2320,2325,2297,2310.9,2313.8,2311.6,2312.02,3211,2025,369431,854130058.5,25802
08-Sep-25,Monday,September,Q3,2025,EQ,2290,2333.9,2286,2281.4,2319,2310.9,2317.98,3211,2025,542811,1258225214,33564
05-Sep-25,Friday,September,Q3,2025,EQ,2275,2293.5,2248,2278.8,2282.5,2281.4,2273.81,3211,2025,443010,1007321888,28096
04-Sep-25,Thursday,September,Q3,2025,EQ,2309.9,2317.3,2275,2288.7,2280,2278.8,2291.33,3211,2025,392697,899799540,29912
03-Sep-25,Wednesday,September,Q3,2025,EQ,2285,2293,2263.1,2274.2,2292,2288.7,2279.5,3211,2025,443629,1011251185,28773
02-Sep-25,Tuesday,September,Q3,2025,EQ,2291,2302,2264,2284.2,2278,2274.2,2283.41,3211,2025,481894,1100361913,37899
01-Sep-25,Monday,September,Q3,2025,EQ,2259,2288,2252.1,2244.7,2286.6,2284.2,2274.83,3211,2025,425639,968257145.6,29502
29-Aug-25,Friday,August,Q3,2025,EQ,2283,2289.7,2240,2275.2,2247.9,2244.7,2257.72,3211,2025,795699,1796467754,50217
28-Aug-25,Thursday,August,Q3,2025,EQ,2271.9,2327.9,2255,2272,2282.1,2275.2,2295.19,3211,2025,907868,2083729401,55327
26-Aug-25,Tuesday,August,Q3,2025,EQ,2304,2309.3,2249.4,2302.9,2286,2272,2271.65,3211,2025,1071550,2434185936,49449
25-Aug-25,Monday,August,Q3,2025,EQ,2335.7,2348.4,2300,2324.9,2302.8,2302.9,2317.89,3211,2025,542455,1257353106,28277
22-Aug-25,Friday,August,Q3,2025,EQ,2369.9,2376.3,2321,2377.2,2323,2324.9,2338.18,3211,2025,584211,1365992606,34341
21-Aug-25,Thursday,August,Q3,2025,EQ,2387.1,2397,2371.4,2387.1,2373,2377.2,2384.83,3211,2025,441867,1053778241,24817
20-Aug-25,Wednesday,August,Q3,2025,EQ,2380,2406,2372.1,2388.4,2391,2387.1,2389.93,3211,2025,780025,1864208978,34030
19-Aug-25,Tuesday,August,Q3,2025,EQ,2339.9,2395.6,2314.1,2333.6,2380.7,2388.4,2368.18,3211,2025,1069432,2532611819,58469
18-Aug-25,Monday,August,Q3,2025,EQ,2309.6,2360,2300,2281.6,2325.5,2333.6,2339.34,3211,2025,988629,2312743728,45655
14-Aug-25,Thursday,August,Q3,2025,EQ,2288,2304,2267.7,2280.1,2280.1,2281.6,2285.6,3211,2025,998109,2281282533,39420
13-Aug-25,Wednesday,August,Q3,2025,EQ,2299,2314.9,2245.4,2288.2,2287,2280.1,2278.92,3211,2025,833679,1899884903,42397
12-Aug-25,Tuesday,August,Q3,2025,EQ,2280.1,2314.7,2267,2283.4,2294.5,2288.2,2290.14,3211,2025,1075526,2463107534,61725
11-Aug-25,Monday,August,Q3,2025,EQ,2196,2302,2183,2178.1,2270.2,2283.4,2257.64,3211,2025,2376286,5364800460,118272
08-Aug-25,Friday,August,Q3,2025,EQ,2247,2260.9,2164.8,2249.8,2179,2178.1,2185.27,3242.65,2025,2552736,5578404691,101023
07-Aug-25,Thursday,August,Q3,2025,EQ,2290,2295,2202.8,2300.3,2245.9,2249.8,2244.12,3242.65,2025,1529410,3432183085,72389
06-Aug-25,Wednesday,August,Q3,2025,EQ,2333.9,2347.9,2296,2328.2,2300,2300.3,2311.6,3242.65,2025,631582,1459965784,35196
05-Aug-25,Tuesday,August,Q3,2025,EQ,2370,2370,2316,2363.6,2333,2328.2,2333.43,3242.65,2025,576742,1345785609,36761
04-Aug-25,Monday,August,Q3,2025,EQ,2360,2374.7,2338.2,2350.9,2364.7,2363.6,2358.52,3242.65,2025,576426,1359514762,35680
01-Aug-25,Friday,August,Q3,2025,EQ,2425,2444.9,2333,2430.7,2341.5,2350.9,2387.3,3258,2025,976341,2330821711,50438
31-Jul-25,Thursday,July,Q3,2025,EQ,2509.9,2520,2422.6,2532.9,2430,2430.7,2466.47,3258,2025,1457616,3595167944,74728
30-Jul-25,Wednesday,July,Q3,2025,EQ,2547.9,2552.6,2525,2547.9,2527,2532.9,2541.06,3258,2025,262063,665916830.1,22733
29-Jul-25,Tuesday,July,Q3,2025,EQ,2529,2557.4,2507.5,2522.3,2545.5,2547.9,2534.72,3258,2025,424781,1076700049,32528
28-Jul-25,Monday,July,Q3,2025,EQ,2549,2585,2512.6,2550.1,2528,2522.3,2545.55,3258,2025,428409,1090536114,33834
25-Jul-25,Friday,July,Q3,2025,EQ,2605,2617,2544.1,2608.4,2549.5,2550.1,2568.46,3258,2025,424612,1090598541,30247
24-Jul-25,Thursday,July,Q3,2025,EQ,2615.4,2624.2,2595,2614.5,2608,2608.4,2607.65,3258,2025,253782,661775799,22026
23-Jul-25,Wednesday,July,Q3,2025,EQ,2600.7,2625.9,2593.5,2587.8,2615.5,2614.5,2612.73,3258,2025,316424,826731600.8,24447
22-Jul-25,Tuesday,July,Q3,2025,EQ,2626,2630,2581.6,2619.5,2593.9,2587.8,2599.99,3258,2025,387055,1006340864,25897
21-Jul-25,Monday,July,Q3,2025,EQ,2596.3,2624.9,2585,2596.1,2615.7,2619.5,2612.22,3258,2025,369782,965953134.9,28077
18-Jul-25,Friday,July,Q3,2025,EQ,2612,2626.7,2584.2,2616.6,2594.2,2596.1,2599.8,3258,2025,479942,1247752865,32389
17-Jul-25,Thursday,July,Q3,2025,EQ,2612,2654.5,2605.3,2608.5,2614.9,2616.6,2628.55,3258,2025,785771,2065438554,43962
16-Jul-25,Wednesday,July,Q3,2025,EQ,2602.5,2619.5,2595.5,2598.2,2608.2,2608.5,2610.55,3258,2025,686644,1792515080,37057
15-Jul-25,Tuesday,July,Q3,2025,EQ,2588,2606.9,2576,2581.3,2603.1,2598.2,2593.15,3258,2025,379425,983907052.2,24377
14-Jul-25,Monday,July,Q3,2025,EQ,2555,2604.8,2543.5,2558.7,2578,2581.3,2576.63,3258,2025,536585,1382579730,34764
11-Jul-25,Friday,July,Q3,2025,EQ,2575,2591.9,2551.9,2581,2562.9,2558.7,2567.75,3258,2025,390645,1003079094,26150
10-Jul-25,Thursday,July,Q3,2025,EQ,2591,2604,2575,2583,2581,2581,2586,3258,2025,306565,792777105.9,24631
09-Jul-25,Wednesday,July,Q3,2025,EQ,2599,2609.9,2570,2591.3,2582.3,2583,2588.47,3258,2025,396880,1027313945,25511
08-Jul-25,Tuesday,July,Q3,2025,EQ,2586,2600,2573,2576.1,2588,2591.3,2585.46,3258,2025,357701,924820759.7,24369
07-Jul-25,Monday,July,Q3,2025,EQ,2602,2605.4,2572,2599.1,2587.6,2576.1,2582.98,3258,2025,412159,1064598371,30384
04-Jul-25,Friday,July,Q3,2025,EQ,2617,2617,2582.2,2611.2,2599,2599.1,2599.15,3258,2025,370305,962478336.9,25138
03-Jul-25,Thursday,July,Q3,2025,EQ,2634,2644,2605.1,2630.2,2608,2611.2,2618.1,3258,2025,502724,1316181026,29883
02-Jul-25,Wednesday,July,Q3,2025,EQ,2634,2646,2613.6,2621.8,2629,2630.2,2630.67,3258,2025,621409,1634720497,34383
01-Jul-25,Tuesday,July,Q3,2025,EQ,2624.9,2645,2603,2619.4,2626,2621.8,2625.01,3258,2025,729197,1914151989,37539
30-Jun-25,Monday,June,Q2,2025,EQ,2650,2653.9,2605.9,2646.3,2624.8,2619.4,2623.16,3258,2025,694815,1822613877,51699
27-Jun-25,Friday,June,Q2,2025,EQ,2587.7,2681.6,2582,2586.2,2644.8,2646.3,2642.47,3258,2025,4049316,10700180117,121691
26-Jun-25,Thursday,June,Q2,2025,EQ,2535,2593.6,2522.2,2527.2,2580,2586.2,2559.96,3258,2025,1339627,3429392563,57666
25-Jun-25,Wednesday,June,Q2,2025,EQ,2519.9,2541.6,2512.1,2505.6,2530,2527.2,2527.87,3258,2025,921346,2329038620,34059
24-Jun-25,Tuesday,June,Q2,2025,EQ,2504,2544.6,2500.2,2472,2505,2505.6,2523.06,3258,2025,996405,2513987078,53316
23-Jun-25,Monday,June,Q2,2025,EQ,2438,2492.6,2421,2448.4,2466,2472,2467.7,3258,2025,790535,1950802535,34421
20-Jun-25,Friday,June,Q2,2025,EQ,2428,2461.3,2415,2420.6,2449.6,2448.4,2447.49,3345,2025,3002549,7348711678,67242
19-Jun-25,Thursday,June,Q2,2025,EQ,2466.3,2468.9,2405.1,2459.1,2414,2420.6,2431.18,3345,2025,688209,1673159035,46707
18-Jun-25,Wednesday,June,Q2,2025,EQ,2491.9,2495.9,2445.4,2488.5,2456.9,2459.1,2467.9,3345,2025,667044,1646195889,40514
17-Jun-25,Tuesday,June,Q2,2025,EQ,2535,2539.6,2479,2544,2485.2,2488.5,2499.54,3345,2025,703343,1758033674,34502
16-Jun-25,Monday,June,Q2,2025,EQ,2500,2563.3,2462,2507.9,2539.9,2544,2527.44,3345,2025,956459,2417391114,41826
13-Jun-25,Friday,June,Q2,2025,EQ,2498,2516,2460,2543.7,2506,2507.9,2502.73,3345,2025,695869,1741571340,41308
12-Jun-25,Thursday,June,Q2,2025,EQ,2591.5,2601.8,2530,2581.2,2536,2543.7,2561.98,3345,2025,955097,2446939968,57018
11-Jun-25,Wednesday,June,Q2,2025,EQ,2630,2630.9,2563.1,2613.1,2584.1,2581.2,2596.52,3345,2025,745432,1935525579,37014
10-Jun-25,Tuesday,June,Q2,2025,EQ,2600,2663.2,2577.7,2582.1,2618,2613.1,2626.35,3345,2025,2084054,5473455604,86665
09-Jun-25,Monday,June,Q2,2025,EQ,2545,2604.1,2524.5,2534.2,2582,2582.1,2568.33,3345,2025,1711167,4394837920,56427
06-Jun-25,Friday,June,Q2,2025,EQ,2514.9,2553.3,2504,2504.4,2535,2534.2,2534.95,3743.9,2025,640680,1624090172,53932
05-Jun-25,Thursday,June,Q2,2025,EQ,2495,2530.1,2487.5,2489.4,2510,2504.4,2510.52,3743.9,2025,673209,1690106619,38579
04-Jun-25,Wednesday,June,Q2,2025,EQ,2480,2503,2441.1,2470.9,2487,2489.4,2475.85,3743.9,2025,552667,1368323179,34151
03-Jun-25,Tuesday,June,Q2,2025,EQ,2511,2512.5,2452,2518.8,2471.1,2470.9,2480.64,3743.9,2025,962708,2388130047,48961
02-Jun-25,Monday,June,Q2,2025,EQ,2527,2564,2514.9,2519.9,2524.7,2518.8,2534.89,3743.9,2025,1008716,2556983906,49113
30-May-25,Friday,May,Q2,2025,EQ,2550,2564,2513.8,2540.8,2518,2519.9,2530.54,3743.9,2025,684592,1732390519,37146
29-May-25,Thursday,May,Q2,2025,EQ,2536.7,2559,2511,2515,2543,2540.8,2535.48,3743.9,2025,802317,2034255480,41626
28-May-25,Wednesday,May,Q2,2025,EQ,2559,2559,2510,2540.3,2517.5,2515,2529.94,3743.9,2025,575989,1457216561,26261
27-May-25,Tuesday,May,Q2,2025,EQ,2545.9,2569.1,2526.1,2547.7,2536,2540.3,2547.98,3743.9,2025,514936,1312047698,37644
26-May-25,Monday,May,Q2,2025,EQ,2549.1,2568.9,2541.3,2540,2543.6,2547.7,2554.17,3743.9,2025,552912,1412234006,31870
23-May-25,Friday,May,Q2,2025,EQ,2499,2548.1,2490.5,2487.6,2537,2540,2530.5,3743.9,2025,968415,2450571902,37154
22-May-25,Thursday,May,Q2,2025,EQ,2500.4,2521.9,2465.3,2500.4,2496.6,2487.6,2492.02,3743.9,2025,906909,2260032833,50284
21-May-25,Wednesday,May,Q2,2025,EQ,2509.7,2524.5,2483.7,2501.6,2503,2500.4,2503.22,3743.9,2025,529234,1324789276,34568
20-May-25,Tuesday,May,Q2,2025,EQ,2545,2564.8,2492.5,2540.6,2505.9,2501.6,2530.1,3743.9,2025,628023,1588960280,42558
19-May-25,Monday,May,Q2,2025,EQ,2571.3,2578.8,2536,2555,2538,2540.6,2556.88,3743.9,2025,681000,1741234570,41131
16-May-25,Friday,May,Q2,2025,EQ,2529,2584.2,2516.2,2520,2551,2555,2555.88,3743.9,2025,1641135,4194542096,64469
15-May-25,Thursday,May,Q2,2025,EQ,2463.4,2526.8,2450.7,2461.9,2519,2520,2499.39,3743.9,2025,1554801,3886046497,106591
14-May-25,Wednesday,May,Q2,2025,EQ,2444.9,2481.9,2430.1,2441.2,2463,2461.9,2464.92,3743.9,2025,774441,1908934668,46754
13-May-25,Tuesday,May,Q2,2025,EQ,2425,2454.9,2405,2425.3,2438.2,2441.2,2430.56,3743.9,2025,1815179,4411903805,88886
12-May-25,Monday,May,Q2,2025,EQ,2350,2433.3,2315,2251,2425,2425.3,2404.1,3743.9,2025,2147039,5161686867,89860
09-May-25,Friday,May,Q2,2025,EQ,2240,2273.1,2233,2285.3,2255,2251,2247.36,3743.9,2025,1006000,2260839448,54744
08-May-25,Thursday,May,Q2,2025,EQ,2362,2367.8,2260,2353.1,2270,2285.3,2316.22,3743.9,2025,1380069,3196541647,77928
